0.00,NaN
0.001,6.33200
0.002,5.63900
0.003,5.23500
0.004,4.94800
0.005,4.72600
0.006,4.54500
0.007,4.39200
0.008,4.25900
0.009,4.14200
0.010,4.03800
0.011,3.94400
0.012,3.85800
0.013,3.77900
0.014,3.70500
0.015,3.63700
0.016,3.57400
0.017,3.51400
0.018,3.45800
0.019,3.40500
0.020,3.35500
0.021,3.30700
0.022,3.26100
0.023,3.21800
0.024,3.17600
0.025,3.13700
0.026,3.09800
0.027,3.06200
0.028,3.02600
0.029,2.99200
0.030,2.95900
0.031,2.92700
0.032,2.89700
0.033,2.86700
0.034,2.83800
0.035,2.81000
0.036,2.78300
0.037,2.75600
0.038,2.73100
0.039,2.70600
0.040,2.68100
0.041,2.65800
0.042,2.63400
0.043,2.61200
0.044,2.59000
0.045,2.56800
0.046,2.54700
0.047,2.52700
0.048,2.50700
0.049,2.48700
0.050,2.46800
0.051,2.44900
0.052,2.43100
0.053,2.41300
0.054,2.39500
0.055,2.37700
0.056,2.36000
0.057,2.34400
0.058,2.32700
0.059,2.31100
0.060,2.29500
0.061,2.27900
0.062,2.26400
0.063,2.24900
0.064,2.23500
0.065,2.22000
0.066,2.20600
0.067,2.19200
0.068,2.17800
0.069,2.16400
0.070,2.15100
0.071,2.13800
0.072,2.12500
0.073,2.11200
0.074,2.09900
0.075,2.08700
0.076,2.07400
0.077,2.06200
0.078,2.05000
0.079,2.03900
0.080,2.02700
0.081,2.01500
0.082,2.00400
0.083,1.99300
0.084,1.98200
0.085,1.97100
0.086,1.96000
0.087,1.95000
0.088,1.93900
0.089,1.92900
0.090,1.91900
0.091,1.90900
0.092,1.89900
0.093,1.88900
0.094,1.87900
0.095,1.86900
0.096,1.86000
0.097,1.85000
0.098,1.84100
0.099,1.83200
0.100,1.82300
0.101,1.81400
0.102,1.80500
0.103,1.79600
0.104,1.78800
0.105,1.77900
0.106,1.77000
0.107,1.76200
0.108,1.75400
0.109,1.74500
0.110,1.73700
0.111,1.72900
0.112,1.72100
0.113,1.71300
0.114,1.70500
0.115,1.69700
0.116,1.68900
0.117,1.68200
0.118,1.67400
0.119,1.66700
0.120,1.66000
0.121,1.65200
0.122,1.64500
0.123,1.63800
0.124,1.63100
0.125,1.62300
0.126,1.61600
0.127,1.60900
0.128,1.60300
0.129,1.59600
0.130,1.58900
0.131,1.58200
0.132,1.57600
0.133,1.56900
0.134,1.56200
0.135,1.55600
0.136,1.54900
0.137,1.54300
0.138,1.53700
0.139,1.53000
0.140,1.52400
0.141,1.51800
0.142,1.51200
0.143,1.50600
0.144,1.50000
0.145,1.49400
0.146,1.48800
0.147,1.48200
0.148,1.47600
0.149,1.47000
0.150,1.46400
0.151,1.45900
0.152,1.45300
0.153,1.44700
0.154,1.44200
0.155,1.43600
0.156,1.43100
0.157,1.42500
0.158,1.42000
0.159,1.41500
0.160,1.40900
0.161,1.40400
0.162,1.39900
0.163,1.39300
0.164,1.38800
0.165,1.38300
0.166,1.37800
0.167,1.37300
0.168,1.36800
0.169,1.36300
0.170,1.35800
0.171,1.35300
0.172,1.34800
0.173,1.34300
0.174,1.33800
0.175,1.33300
0.176,1.32900
0.177,1.32400
0.178,1.31900
0.179,1.31400
0.180,1.31000
0.181,1.30500
0.182,1.30100
0.183,1.29600
0.184,1.29100
0.185,1.28700
0.186,1.28200
0.187,1.27800
0.188,1.27400
0.189,1.26900
0.190,1.25500
0.191,1.26100
0.192,1.25600
0.193,1.25200
0.194,1.24800
0.195,1.24300
0.196,1.23900
0.197,1.23500
0.198,1.23100
0.199,1.22700
0.200,1.22300
0.201,1.21900
0.202,1.21500
0.203,1.21000
0.204,1.20600
0.205,1.20200
0.206,1.19800
0.207,1.19500
0.208,1.19100
0.209,1.18700
0.210,1.18300
0.220,1.14500
0.230,1.11000
0.240,1.07600
0.250,1.04400
0.260,1.01400
0.270,0.98500
0.280,0.95700
0.290,0.93100
0.300,0.90600
0.310,0.88200
0.320,0.85800
0.330,0.83600
0.340,0.81500
0.350,0.79400
0.360,0.77400
0.370,0.75500
0.380,0.73700
0.390,0.71900
0.400,0.70200
0.410,0.68600
0.420,0.67000
0.430,0.65500
0.440,0.64000
0.450,0.62500
0.460,0.61100
0.470,0.59800
0.480,0.58500
0.490,0.57200
0.500,0.56000
0.510,0.54800
0.520,0.53600
0.530,0.52500
0.540,0.51400
0.550,0.50300
0.560,0.49300
0.570,0.48300
0.580,0.47300
0.590,0.46400
0.600,0.45400
0.610,0.44500
0.620,0.43700
0.630,0.42800
0.640,0.42000
0.650,0.41200
0.660,0.40400
0.670,0.39500
0.680,0.38800
0.690,0.38100
0.700,0.37400
0.710,0.36700
0.720,0.36000
0.730,0.35300
0.740,0.34700
0.750,0.34000
0.760,0.33400
0.770,0.32800
0.780,0.32200
0.790,0.31600
0.800,0.31100
0.810,0.30500
0.820,0.30000
0.830,0.29500
0.840,0.28900
0.850,0.28400
0.860,0.27900
0.870,0.27400
0.880,0.26900
0.890,0.26500
0.900,0.26000
0.910,0.25600
0.920,0.25100
0.930,0.24700
0.940,0.24300
0.950,0.23900
0.960,0.23500
0.970,0.23100
0.980,0.22700
0.990,0.22300
1.000,0.21900
1.010,0.21600
1.020,0.21200
1.030,0.20900
1.040,0.20500
1.050,0.20200
1.060,0.19800
1.070,0.19500
1.080,0.19200
1.090,0.18900
1.100,0.18600
1.110,0.18300
1.120,0.18000
1.130,0.17700
1.140,0.17400
1.150,0.17200
1.160,0.16900
1.170,0.16600
1.180,0.16400
1.190,0.16100
1.200,0.15800
1.210,0.15600
1.220,0.15300
1.230,0.15100
1.240,0.14900
1.250,0.14600
1.260,0.14400
1.270,0.14200
1.280,0.14000
1.290,0.13800
1.300,0.13500
1.310,0.13300
1.320,0.13100
1.330,0.12900
1.340,0.12700
1.350,0.12500
1.360,0.12400
1.370,0.12200
1.380,0.12000
1.390,0.11800
1.400,0.11600
1.410,0.11400
1.420,0.11300
1.430,0.11100
1.440,0.10900
1.450,0.10800
1.460,0.10600
1.470,0.10500
1.480,0.10300
1.490,0.10200
1.500,0.10000
1.510,0.09850
1.520,0.09710
1.530,0.09570
1.540,0.09430
1.550,0.09290
1.560,0.09150
1.570,0.09020
1.580,0.08890
1.590,0.08760
1.600,0.08630
1.610,0.08510
1.620,0.08380
1.630,0.08260
1.640,0.08140
1.650,0.08020
1.660,0.07910
1.670,0.07800
1.680,0.07680
1.690,0.07570
1.700,0.07470
1.710,0.07360
1.720,0.07250
1.730,0.07150
1.740,0.07050
1.750,0.06950
1.760,0.06850
1.770,0.06750
1.780,0.06660
1.790,0.06560
1.800,0.06470
1.810,0.06380
1.820,0.06290
1.830,0.06200
1.840,0.06120
1.850,0.06030
1.860,0.05950
1.870,0.05860
1.880,0.05780
1.890,0.05700
1.900,0.05620
1.910,0.05540
1.920,0.05460
1.930,0.05390
1.940,0.05310
1.950,0.05240
1.960,0.05170
1.970,0.05100
1.980,0.05030
1.990,0.04960
2.000,0.04890
2.010,0.04820
2.020,0.04760
2.030,0.04690
2.040,0.04630
2.050,0.04560
2.060,0.04500
2.070,0.04440
2.080,0.04380
2.090,0.04320
2.100,0.0426
2.200,0.0372
2.300,0.0325
2.400,0.0284
2.500,0.0249
2.600,0.0219
2.700,0.0192
2.800,0.0169
2.900,0.0148
3.000,0.013
3.100,0.0115
3.200,0.0101
3.300,0.00894
3.400,0.00789
3.500,0.00687
3.600,0.00616
3.700,0.00545
3.800,0.00482
3.900,0.00427
4.000,0.00378
4.100,0.00335
4.200,0.00297
4.300,0.00264
4.400,0.00234
4.500,0.00207
4.600,0.00184
4.700,0.00164
4.800,0.00145
4.900,0.00129
5.000,0.00115
5.100,0.00102
5.200,0.000908
5.300,0.000809
5.400,0.000719
5.500,0.000641
5.600,0.000571
5.700,0.000509
5.800,0.000453
5.900,0.000404
6.000,0.00036
6.100,0.000321
6.200,0.000286
6.300,0.000255
6.400,0.000228
6.500,0.000203
6.600,0.000182
6.700,0.000162
6.800,0.000145
6.900,0.000129
7.000,0.000115
7.100,0.000103
7.200,0.0000922
7.300,0.0000824
7.400,0.0000736
7.500,0.0000658
7.600,0.0000589
7.700,0.0000526
7.800,0.0000471
7.900,0.0000421
8.000,0.0000377
8.100,0.0000337
8.200,0.0000302
8.300,0.000027
8.400,0.0000242
8.500,0.0000216
8.600,0.0000194
8.700,0.0000173
8.800,0.0000155
8.900,0.0000139
9.000,0.0000124
9.100,0.0000111
9.200,0.00000999
9.300,0.00000895
9.400,0.00000802
9.500,0.00000718
9.600,0.00000644
9.700,0.00000577
9.800,0.00000517
9.900,0.00000464
10.000,0.00000415
10.100,0.00000373
10.200,0.00000334
10.300,0.000003
10.400,0.00000268
10.500,0.00000241
10.600,0.00000216
10.700,0.00000194
10.800,0.00000174
10.900,0.00000156
