0	NaN
0.001	6.332
0.002	5.639
0.003	5.235
0.004	4.948
0.005	4.726
0.006	4.545
0.007	4.392
0.008	4.259
0.009	4.142
0.01	4.038
0.011	3.944
0.012	3.858
0.013	3.779
0.014	3.705
0.015	3.637
0.016	3.574
0.017	3.514
0.018	3.458
0.019	3.405
0.02	3.355
0.021	3.307
0.022	3.261
0.023	3.218
0.024	3.176
0.025	3.137
0.026	3.098
0.027	3.062
0.028	3.026
0.029	2.992
0.03	2.959
0.031	2.927
0.032	2.897
0.033	2.867
0.034	2.838
0.035	2.81
0.036	2.783
0.037	2.756
0.038	2.731
0.039	2.706
0.04	2.681
0.041	2.658
0.042	2.634
0.043	2.612
0.044	2.59
0.045	2.568
0.046	2.547
0.047	2.527
0.048	2.507
0.049	2.487
0.05	2.468
0.051	2.449
0.052	2.431
0.053	2.413
0.054	2.395
0.055	2.377
0.056	2.36
0.057	2.344
0.058	2.327
0.059	2.311
0.06	2.295
0.061	2.279
0.062	2.264
0.063	2.249
0.064	2.235
0.065	2.22
0.066	2.206
0.067	2.192
0.068	2.178
0.069	2.164
0.07	2.151
0.071	2.138
0.072	2.125
0.073	2.112
0.074	2.099
0.075	2.087
0.076	2.074
0.077	2.062
0.078	2.05
0.079	2.039
0.08	2.027
0.081	2.015
0.082	2.004
0.083	1.993
0.084	1.982
0.085	1.971
0.086	1.96
0.087	1.95
0.088	1.939
0.089	1.929
0.09	1.919
0.091	1.909
0.092	1.899
0.093	1.889
0.094	1.879
0.095	1.869
0.096	1.86
0.097	1.85
0.098	1.841
0.099	1.832
0.1	1.823
0.101	1.814
0.102	1.805
0.103	1.796
0.104	1.788
0.105	1.779
0.106	1.77
0.107	1.762
0.108	1.754
0.109	1.745
0.11	1.737
0.111	1.729
0.112	1.721
0.113	1.713
0.114	1.705
0.115	1.697
0.116	1.689
0.117	1.682
0.118	1.674
0.119	1.667
0.12	1.66
0.121	1.652
0.122	1.645
0.123	1.638
0.124	1.631
0.125	1.623
0.126	1.616
0.127	1.609
0.128	1.603
0.129	1.596
0.13	1.589
0.131	1.582
0.132	1.576
0.133	1.569
0.134	1.562
0.135	1.556
0.136	1.549
0.137	1.543
0.138	1.537
0.139	1.53
0.14	1.524
0.141	1.518
0.142	1.512
0.143	1.506
0.144	1.5
0.145	1.494
0.146	1.488
0.147	1.482
0.148	1.476
0.149	1.47
0.15	1.464
0.151	1.459
0.152	1.453
0.153	1.447
0.154	1.442
0.155	1.436
0.156	1.431
0.157	1.425
0.158	1.42
0.159	1.415
0.16	1.409
0.161	1.404
0.162	1.399
0.163	1.393
0.164	1.388
0.165	1.383
0.166	1.378
0.167	1.373
0.168	1.368
0.169	1.363
0.17	1.358
0.171	1.353
0.172	1.348
0.173	1.343
0.174	1.338
0.175	1.333
0.176	1.329
0.177	1.324
0.178	1.319
0.179	1.314
0.18	1.31
0.181	1.305
0.182	1.301
0.183	1.296
0.184	1.291
0.185	1.287
0.186	1.282
0.187	1.278
0.188	1.274
0.189	1.269
0.19	1.255
0.191	1.261
0.192	1.256
0.193	1.252
0.194	1.248
0.195	1.243
0.196	1.239
0.197	1.235
0.198	1.231
0.199	1.227
0.2	1.223
0.201	1.219
0.202	1.215
0.203	1.21
0.204	1.206
0.205	1.202
0.206	1.198
0.207	1.195
0.208	1.191
0.209	1.187
0.21	1.183
0.22	1.145
0.23	1.11
0.24	1.076
0.25	1.044
0.26	1.014
0.27	0.985
0.28	0.957
0.29	0.931
0.3	0.906
0.31	0.882
0.32	0.858
0.33	0.836
0.34	0.815
0.35	0.794
0.36	0.774
0.37	0.755
0.38	0.737
0.39	0.719
0.4	0.702
0.41	0.686
0.42	0.67
0.43	0.655
0.44	0.64
0.45	0.625
0.46	0.611
0.47	0.598
0.48	0.585
0.49	0.572
0.5	0.56
0.51	0.548
0.52	0.536
0.53	0.525
0.54	0.514
0.55	0.503
0.56	0.493
0.57	0.483
0.58	0.473
0.59	0.464
0.6	0.454
0.61	0.445
0.62	0.437
0.63	0.428
0.64	0.42
0.65	0.412
0.66	0.404
0.67	0.395
0.68	0.388
0.69	0.381
0.7	0.374
0.71	0.367
0.72	0.36
0.73	0.353
0.74	0.347
0.75	0.34
0.76	0.334
0.77	0.328
0.78	0.322
0.79	0.316
0.8	0.311
0.81	0.305
0.82	0.3
0.83	0.295
0.84	0.289
0.85	0.284
0.86	0.279
0.87	0.274
0.88	0.269
0.89	0.265
0.9	0.26
0.91	0.256
0.92	0.251
0.93	0.247
0.94	0.243
0.95	0.239
0.96	0.235
0.97	0.231
0.98	0.227
0.99	0.223
1	0.219
1.01	0.216
1.02	0.212
1.03	0.209
1.04	0.205
1.05	0.202
1.06	0.198
1.07	0.195
1.08	0.192
1.09	0.189
1.1	0.186
1.11	0.183
1.12	0.18
1.13	0.177
1.14	0.174
1.15	0.172
1.16	0.169
1.17	0.166
1.18	0.164
1.19	0.161
1.2	0.158
1.21	0.156
1.22	0.153
1.23	0.151
1.24	0.149
1.25	0.146
1.26	0.144
1.27	0.142
1.28	0.14
1.29	0.138
1.3	0.135
1.31	0.133
1.32	0.131
1.33	0.129
1.34	0.127
1.35	0.125
1.36	0.124
1.37	0.122
1.38	0.12
1.39	0.118
1.4	0.116
1.41	0.114
1.42	0.113
1.43	0.111
1.44	0.109
1.45	0.108
1.46	0.106
1.47	0.105
1.48	0.103
1.49	0.102
1.5	0.1
1.51	0.0985
1.52	0.0971
1.53	0.0957
1.54	0.0943
1.55	0.0929
1.56	0.0915
1.57	0.0902
1.58	0.0889
1.59	0.0876
1.6	0.0863
1.61	0.0851
1.62	0.0838
1.63	0.0826
1.64	0.0814
1.65	0.0802
1.66	0.0791
1.67	0.078
1.68	0.0768
1.69	0.0757
1.7	0.0747
1.71	0.0736
1.72	0.0725
1.73	0.0715
1.74	0.0705
1.75	0.0695
1.76	0.0685
1.77	0.0675
1.78	0.0666
1.79	0.0656
1.8	0.0647
1.81	0.0638
1.82	0.0629
1.83	0.062
1.84	0.0612
1.85	0.0603
1.86	0.0595
1.87	0.0586
1.88	0.0578
1.89	0.057
1.9	0.0562
1.91	0.0554
1.92	0.0546
1.93	0.0539
1.94	0.0531
1.95	0.0524
1.96	0.0517
1.97	0.051
1.98	0.0503
1.99	0.0496
2	0.0489
2.01	0.0482
2.02	0.0476
2.03	0.0469
2.04	0.0463
2.05	0.0456
2.06	0.045
2.07	0.0444
2.08	0.0438
2.09	0.0432
2.1	0.0426
2.2	0.0372
2.3	0.0325
2.4	0.0284
2.5	0.0249
2.6	0.0219
2.7	0.0192
2.8	0.0169
2.9	0.0148
3	0.013
3.1	0.0115
3.2	0.0101
3.3	0.00894
3.4	0.00789
3.5	0.00687
3.6	0.00616
3.7	0.00545
3.8	0.00482
3.9	0.00427
4	0.00378
4.1	0.00335
4.2	0.00297
4.3	0.00264
4.4	0.00234
4.5	0.00207
4.6	0.00184
4.7	0.00164
4.8	0.00145
4.9	0.00129
5	0.00115
5.1	0.00102
5.2	0.000908
5.3	0.000809
5.4	0.000719
5.5	0.000641
5.6	0.000571
5.7	0.000509
5.8	0.000453
5.9	0.000404
6	0.00036
6.1	0.000321
6.2	0.000286
6.3	0.000255
6.4	0.000228
6.5	0.000203
6.6	0.000182
6.7	0.000162
6.8	0.000145
6.9	0.000129
7	0.000115
7.1	0.000103
7.2	0.0000922
7.3	0.0000824
7.4	0.0000736
7.5	0.0000658
7.6	0.0000589
7.7	0.0000526
7.8	0.0000471
7.9	0.0000421
8	0.0000377
8.1	0.0000337
8.2	0.0000302
8.3	0.000027
8.4	0.0000242
8.5	0.0000216
8.6	0.0000194
8.7	0.0000173
8.8	0.0000155
8.9	0.0000139
9	0.0000124
9.1	0.0000111
9.2	0.00000999
9.3	0.00000895
9.4	0.00000802
9.5	0.00000718
9.6	0.00000644
9.7	0.00000577
9.8	0.00000517
9.9	0.00000464
10	0.00000415
10.1	0.00000373
10.2	0.00000334
10.3	0.000003
10.4	0.00000268
10.5	0.00000241
10.6	0.00000216
10.7	0.00000194
10.8	0.00000174
10.9	0.00000156
